asset_group,venue,data_type,date,expected_state,any_captured,any_empty,any_failed,row_count,triage_decision,triage_reason,triage_note,triage_date,triaged_by
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-16,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-27,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-28,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-29,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-30,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-03-31,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-01,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-02,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-03,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-04,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-05,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-06,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-07,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-08,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-09,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-10,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-11,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-12,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-13,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-14,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-15,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-16,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-17,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-18,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-19,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-20,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-21,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-22,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-23,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-24,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-25,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-26,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-27,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-28,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-29,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-04-30,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-01,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-02,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-03,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-04,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-05,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-06,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-07,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-08,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-09,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-10,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-11,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-12,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-13,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-14,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-15,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-16,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-17,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-18,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-19,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-20,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-21,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-22,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-23,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-24,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-25,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-26,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-27,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-28,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-29,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-30,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-05-31,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-01,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-02,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-03,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-04,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-05,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-06,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-07,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-08,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-09,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-10,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-11,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-12,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-13,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-14,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-15,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
defi,AAVEV3-OPTIMISM,flash_loan_events,2022-06-16,SHOULD_HAVE_DATA,False,True,False,1,phase_11_rebackfill,adapter_returned_empty_confirmed_when_should_have_data,AAVEV3-OPTIMISM flash_loan_events MTDS handler returned empty_confirmed; re-fetch needed,2026-05-21,slot-5
